,Stock Symbol,Period Type,Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Advertising,Research & Development,Other Operating Expense,Operating Income,Interest Income,Interest Expense,Net Interest Income,Other Income (Expense),Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,Cash And Cash Equivalents,Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",Accounts Receivable,Notes Receivable,Other Current Receivables,Total Receivables,"Inventories, Raw Materials & Components","Inventories, Work In Process","Inventories, Inventories Adjustments","Inventories, Finished Goods","Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,Land And Improvements,Buildings And Improvements,"Machinery, Furniture, Equipment",Construction In Progress,"Gross Property, Plant and Equipment",Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,Goodwill,Other Long Term Assets,Total Assets,Accounts Payable,Total Tax Payable,Other Current Payables,Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,Current Deferred Revenue,Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Minority Interest,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Total Equity,Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,Change In Receivables,Change In Inventory,Change In Prepaid Assets,Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Debt Ratio,Long Term Funds To Fixed Assets
3,JBLU,A,Dec17,21.23,4.40,3.05,3.47,3.47,2.29,0.98,4.23,0.00,15.08,15.08,3.74,22.34,25.93,17.52,12.01,13.13,25.50,3.57,6.58,64.62,14.26,16.35,4.62,0.25,0.49,0.12,47.46,0.73,0.00,0.00,55.59,7.50,-48.09,48.67,0.35,0.01,7015.00,2482.00,4533.00,2154.00,0.00,0.00,1379.00,1000.00,6.00,-85.00,-79.00,0.00,0.00,921.00,226.00,-24.54,1147.00,0.00,1147.00,0.00,3.49,3.47,330.40,446.00,1452.00,303.00,390.00,693.00,0.00,0.00,245.00,245.00,0.00,0.00,0.00,0.00,55.00,55.00,213.00,1206.00,2.00,0.00,0.00,0.00,561.00,10786.00,-2737.00,8049.00,0.00,0.00,524.00,9781.00,378.00,0.00,0.00,606.00,984.00,196.00,0.00,0.00,0.00,1215.00,2395.00,0.00,0.00,1003.00,0.00,1033.00,0.00,516.00,4947.00,4.00,0.00,3593.00,0.00,2127.00,-890.00,4834.00,0.00,1147.00,-50.00,15.00,0.00,53.00,113.00,-313.00,29.00,0.00,-24.00,1398.00,-1074.00,0.00,0.00,0.00,-452.00,688.00,0.00,0.00,-137.00,-975.00,47.00,-390.00,0.00,-194.00,0.00,-16.00,-553.00,-130.00,-1074.00,324.00,6.44,9.76,1.48,1.48,22.80,5.28,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.48,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.60
4,JBLU,A,TTM,21.24,4.40,3.05,3.48,3.48,2.29,0.96,4.22,0.00,15.08,15.08,3.74,21.27,27.23,19.31,11.99,13.18,27.41,3.42,6.56,64.60,14.26,16.35,4.62,0.25,0.49,0.12,47.39,0.73,0.00,0.00,55.57,3.00,-52.57,121.72,0.35,0.00,7015.00,2483.00,4532.00,2154.00,0.00,0.00,1378.00,1000.00,6.00,-85.00,-79.00,0.00,0.00,921.00,226.00,-24.54,1147.00,0.00,1147.00,0.00,3.49,3.48,324.40,446.00,1452.00,303.00,390.00,693.00,0.00,0.00,245.00,245.00,0.00,0.00,0.00,0.00,55.00,55.00,213.00,1206.00,2.00,0.00,0.00,0.00,561.00,10786.00,-2737.00,8049.00,0.00,0.00,524.00,9781.00,378.00,0.00,0.00,606.00,984.00,196.00,0.00,0.00,0.00,1215.00,2395.00,0.00,0.00,1003.00,0.00,1033.00,0.00,516.00,4947.00,4.00,0.00,3593.00,4.00,2127.00,-890.00,4834.00,0.00,1147.00,0.00,0.00,0.00,0.00,113.00,-313.00,29.00,0.00,-25.00,1398.00,-1074.00,0.00,0.00,0.00,-452.00,688.00,0.00,0.00,-137.00,-975.00,47.00,-510.00,0.00,-194.00,0.00,-16.00,-553.00,-130.00,-1074.00,324.00,6.11,9.29,1.41,1.41,22.16,5.04,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.48,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.60
5,JBLU,Q,Dec16,4.81,1.18,0.87,0.50,0.50,2.95,-0.16,0.92,0.00,11.91,11.91,4.11,22.42,17.51,9.31,7.28,16.76,17.47,5.52,6.25,67.40,18.04,10.48,-3.35,0.35,0.43,0.15,46.81,0.17,0.00,0.00,41.28,4.01,-37.27,22.77,0.33,0.01,1641.00,535.00,1106.00,490.00,0.00,0.00,320.00,296.00,2.00,-24.00,-22.00,0.00,0.00,274.00,-102.00,37.23,172.00,0.00,172.00,0.00,0.51,0.50,341.00,104.00,402.00,433.00,538.00,971.00,0.00,0.00,172.00,172.00,0.00,0.00,0.00,0.00,47.00,47.00,213.00,1403.00,90.00,0.00,0.00,0.00,561.00,9624.00,-2353.00,7271.00,0.00,0.00,559.00,9323.00,242.00,0.00,0.00,663.00,905.00,189.00,0.00,0.00,0.00,1120.00,2214.00,0.00,0.00,1195.00,0.00,1354.00,0.00,547.00,5310.00,4.00,0.00,2446.00,13.00,2050.00,-500.00,4013.00,0.00,172.00,0.00,0.00,0.00,0.00,-31.00,66.00,5.00,0.00,-1.00,315.00,-370.00,0.00,0.00,0.00,-215.00,223.00,0.00,0.00,-53.00,-415.00,19.00,-120.00,0.00,-220.00,0.00,-19.00,-340.00,-440.00,-370.00,-55.00,0.00,7.60,1.88,1.88,-140.12,24.37,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.61,12.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.55
6,JBLU,Q,Mar17,4.74,0.75,0.44,0.25,0.25,2.45,0.55,1.28,0.00,11.96,11.96,4.01,20.61,8.49,4.94,3.62,8.09,9.11,5.43,6.76,62.84,9.16,5.30,11.66,0.34,0.42,0.14,42.90,0.17,0.00,0.00,41.34,3.60,-37.74,25.36,0.37,0.02,1604.00,596.00,1008.00,526.00,0.00,0.00,335.00,147.00,2.00,-23.00,-21.00,0.00,0.00,126.00,-41.00,32.54,85.00,0.00,85.00,0.00,0.25,0.25,338.20,105.00,254.00,438.00,608.00,1046.00,0.00,0.00,169.00,169.00,0.00,0.00,0.00,0.00,0.00,0.00,254.00,1469.00,0.00,0.00,0.00,0.00,561.00,9904.00,-2446.00,7458.00,0.00,0.00,546.00,9473.00,270.00,0.00,0.00,620.00,890.00,197.00,0.00,0.00,0.00,1335.00,2422.00,0.00,0.00,1140.00,0.00,1379.00,0.00,540.00,5481.00,4.00,0.00,2532.00,5.00,2041.00,-590.00,3992.00,0.00,85.00,0.00,0.00,0.00,0.00,202.00,30.00,9.00,0.00,1.00,432.00,-245.00,0.00,0.00,0.00,-168.00,188.00,0.00,0.00,-42.00,-267.00,2.00,-109.00,0.00,-49.00,0.00,-4.00,-160.00,5.00,-245.00,187.00,0.00,8.41,1.72,1.72,37.47,16.10,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.61,6.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.54
7,JBLU,Q,Jun17,5.56,1.40,1.07,0.64,0.64,2.60,0.50,1.33,0.00,12.41,12.41,3.97,22.83,20.91,11.36,8.83,18.75,20.81,4.83,6.66,66.56,19.22,11.45,9.01,0.32,0.42,0.14,51.31,0.19,0.00,0.00,43.55,0.00,-43.55,0.00,0.33,0.00,1842.00,616.00,1226.00,532.00,0.00,0.00,340.00,354.00,0.00,-22.00,-22.00,0.00,0.00,332.00,-121.00,36.45,211.00,0.00,211.00,0.00,0.64,0.64,331.50,109.00,463.00,550.00,470.00,1020.00,0.00,0.00,178.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,251.00,1449.00,0.00,0.00,0.00,0.00,561.00,10186.00,-2536.00,7650.00,0.00,0.00,545.00,9644.00,294.00,0.00,0.00,625.00,919.00,228.00,0.00,0.00,0.00,1351.00,2498.00,0.00,0.00,1077.00,0.00,1457.00,0.00,532.00,5564.00,4.00,0.00,2742.00,0.00,2063.00,-729.00,4080.00,0.00,211.00,0.00,0.00,0.00,0.00,53.00,81.00,7.00,0.00,-21.00,440.00,-274.00,0.00,0.00,0.00,-49.00,187.00,0.00,0.00,-28.00,-164.00,26.00,-151.00,0.00,-35.00,0.00,-4.00,-164.00,112.00,-274.00,166.00,0.00,8.78,1.84,1.84,45.66,17.17,4.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,16.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.53
8,JBLU,Q,Sep17,5.53,1.30,0.96,0.55,0.55,2.20,0.02,0.59,0.00,12.91,12.91,3.91,18.51,17.42,12.18,7.44,16.27,16.94,3.46,6.25,65.47,17.10,9.87,0.44,0.30,0.43,0.13,49.36,0.19,0.00,0.00,43.00,0.00,-43.00,0.00,0.35,0.00,1813.00,626.00,1187.00,534.00,0.00,0.00,343.00,310.00,3.00,-20.00,-17.00,0.00,0.00,293.00,-114.00,38.91,179.00,0.00,179.00,0.00,0.55,0.55,327.80,114.00,427.00,394.00,420.00,814.00,0.00,0.00,186.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,323.00,1323.00,0.00,0.00,0.00,0.00,561.00,10377.00,-2635.00,7742.00,0.00,0.00,531.00,9596.00,295.00,0.00,0.00,570.00,865.00,224.00,0.00,0.00,0.00,1262.00,2351.00,0.00,0.00,1031.00,0.00,1555.00,0.00,520.00,5457.00,4.00,0.00,2921.00,4.00,2100.00,-890.00,4139.00,0.00,179.00,0.00,0.00,0.00,0.00,-197.00,96.00,6.00,0.00,-4.00,194.00,-186.00,0.00,0.00,0.00,-98.00,148.00,0.00,0.00,-26.00,-162.00,0.00,-130.00,0.00,-54.00,0.00,-4.00,-188.00,-156.00,-186.00,8.00,0.00,8.41,1.43,1.43,925.50,31.37,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,15.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.53
9,JBLU,Q,Dec17,5.41,0.95,0.59,2.04,2.04,2.29,-0.11,1.02,0.00,15.08,15.08,3.74,22.34,59.91,40.48,27.74,9.63,60.25,3.57,6.52,63.27,10.76,38.27,-2.11,0.25,0.49,0.12,45.87,0.18,0.00,0.00,53.48,3.89,-49.59,23.45,0.37,0.02,1756.00,645.00,1111.00,562.00,0.00,0.00,360.00,189.00,1.00,-20.00,-19.00,0.00,0.00,170.00,502.00,-295.29,672.00,0.00,672.00,0.00,2.05,2.04,324.40,118.00,308.00,303.00,390.00,693.00,0.00,0.00,245.00,245.00,0.00,0.00,0.00,0.00,55.00,55.00,213.00,1206.00,2.00,0.00,0.00,0.00,561.00,10786.00,-2737.00,8049.00,0.00,0.00,524.00,9781.00,378.00,0.00,0.00,606.00,984.00,196.00,0.00,0.00,0.00,1215.00,2395.00,0.00,0.00,1003.00,0.00,1033.00,0.00,516.00,4947.00,4.00,0.00,3593.00,0.00,2127.00,-890.00,4834.00,0.00,672.00,0.00,0.00,0.00,0.00,55.00,-520.00,7.00,0.00,0.00,332.00,-369.00,0.00,0.00,0.00,-137.00,165.00,0.00,0.00,-41.00,-382.00,19.00,0.00,0.00,-56.00,0.00,-4.00,-41.00,-91.00,-369.00,-37.00,0.00,9.76,1.48,1.48,-203.09,21.90,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.48,9.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.60
0,SAVE,A,Dec14,26.67,5.52,4.87,3.08,3.08,2.86,1.02,3.62,0.00,13.78,13.78,2.00,75.58,25.44,4.64,16.26,270.51,60.15,12.56,0.00,48.86,18.39,11.67,3.83,0.15,0.63,0.09,68.06,1.39,0.00,4.29,4.95,0.00,-0.66,0.51,0.00,1932.00,988.00,944.00,48.86,0.00,0.00,200.00,355.00,18.39,0.00,0.00,-3.00,0.00,353.00,-128.00,36.13,225.00,0.00,225.00,11.67,3.10,3.08,72.40,47.00,400.00,633.00,0.00,633.00,23.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,721.00,0.00,0.00,0.00,57.00,0.00,261.00,-36.00,225.00,0.00,0.00,646.00,1593.00,13.00,43.00,0.00,36.00,92.00,10.00,0.00,0.00,0.00,263.00,366.00,135.00,0.00,135.00,0.15,89.00,0.00,0.00,590.00,0.00,0.00,482.00,-1.00,526.00,-4.00,1003.00,0.63,225.00,47.00,0.00,0.00,-10.00,-56.00,34.00,9.00,0.00,3.00,262.00,-187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-117.00,-304.00,0.00,-2.00,0.00,147.00,0.00,-1.00,144.00,102.00,-188.00,74.00,0.00,24.54,26.43,5.48,5.48,74.10,20.88,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,SAVE,A,Dec15,29.57,8.08,7.06,4.38,4.38,4.26,-1.19,6.53,0.00,17.13,17.13,9.04,39.85,28.47,12.22,15.39,95.59,40.59,8.55,2.23,58.70,23.77,14.81,-4.01,0.53,0.48,0.26,60.97,1.04,0.00,4.82,7.03,0.00,-2.21,0.41,0.00,2141.00,885.00,1257.00,58.70,0.00,0.00,284.00,509.00,23.77,-9.00,-7.00,0.00,0.00,502.00,-185.00,36.86,317.00,0.00,317.00,14.81,4.39,4.38,72.40,74.00,585.00,804.00,0.00,804.00,28.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,194.00,1026.00,0.00,0.00,0.00,75.00,0.00,910.00,-66.00,844.00,0.00,0.00,660.00,2531.00,17.00,38.00,0.00,46.00,102.00,50.00,0.00,0.00,0.00,315.00,466.00,597.00,0.00,597.00,0.53,242.00,0.00,-0.00,1305.00,0.00,0.00,799.00,-2.00,544.00,-116.00,1225.00,0.48,317.00,74.00,0.00,-72.00,3.00,-88.00,156.00,9.00,0.00,5.00,473.00,-549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-152.00,-701.00,0.00,-112.00,0.00,510.00,0.00,1.00,399.00,171.00,-559.00,-86.00,0.00,9.10,9.35,2.33,2.33,-33.49,6.10,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2,SAVE,A,Dec16,32.93,7.79,6.36,3.76,3.76,2.43,-1.11,6.72,0.00,20.12,20.12,14.16,57.86,20.22,7.02,9.32,38.83,21.20,3.59,3.56,61.26,19.11,11.41,-3.37,0.70,0.44,0.31,50.06,0.82,0.00,6.47,6.17,0.00,0.30,0.39,0.00,2322.00,899.00,1422.00,61.26,0.00,0.00,410.00,444.00,19.11,-29.00,-24.00,-1.00,0.00,419.00,-155.00,36.85,265.00,0.00,265.00,11.41,3.77,3.76,70.50,101.00,550.00,701.00,100.00,801.00,41.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,976.00,0.00,0.00,0.00,126.00,0.00,1588.00,-123.00,1465.00,0.00,0.00,711.00,3152.00,15.00,42.00,-0.00,63.00,120.00,84.00,0.00,0.00,0.00,327.00,532.00,897.00,0.00,897.00,0.70,328.00,0.00,-0.00,1757.00,0.00,0.00,1064.00,-1.00,551.00,-219.00,1395.00,0.44,265.00,101.00,0.00,72.00,-7.00,-33.00,86.00,7.00,0.00,48.00,474.00,-541.00,0.00,0.00,0.00,-103.00,3.00,0.00,0.00,-185.00,-826.00,0.00,-103.00,0.00,353.00,0.00,0.00,250.00,-103.00,-552.00,-78.00,0.00,15.39,23.81,2.88,2.88,-52.13,8.61,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3,SAVE,A,Dec17,38.16,7.75,5.73,6.06,6.06,0.51,-3.11,6.13,0.00,25.62,25.62,21.67,44.85,26.52,15.15,11.53,21.45,23.39,1.83,3.50,57.98,14.68,15.89,-8.16,0.85,0.43,0.36,42.08,0.73,0.00,6.80,7.49,0.00,-0.69,0.42,0.00,2648.00,1113.00,1535.00,57.98,0.00,0.00,505.00,389.00,14.68,-44.00,-35.00,0.00,0.00,354.00,67.00,-18.93,421.00,0.00,421.00,15.89,6.08,6.06,69.40,140.00,537.00,801.00,101.00,902.00,49.00,0.00,70.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,259.00,1280.00,0.00,0.00,0.00,155.00,0.00,2446.00,-208.00,2238.00,0.00,0.00,625.00,4144.00,23.00,42.00,0.00,66.00,131.00,115.00,0.00,0.00,0.00,401.00,647.00,1387.00,0.00,1387.00,0.85,332.00,0.00,0.00,2367.00,0.00,0.00,1484.00,-1.00,360.00,-66.00,1777.00,0.43,421.00,140.00,0.00,0.00,6.00,-168.00,-2.00,9.00,0.00,25.00,425.00,-629.00,0.00,0.00,0.00,-107.00,106.00,0.00,0.00,-162.00,-792.00,0.00,-47.00,0.00,527.00,0.00,-14.00,467.00,100.00,-641.00,-216.00,0.00,7.40,87.94,1.75,1.75,-14.42,7.32,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
4,SAVE,A,TTM,38.17,7.75,5.73,6.06,6.06,0.51,-3.13,6.12,0.00,25.62,25.62,21.67,41.27,27.39,16.80,11.50,21.87,25.30,1.56,3.58,57.98,14.68,15.89,-8.16,0.85,0.43,0.36,41.99,0.72,0.00,6.80,7.49,0.00,-0.69,0.42,0.00,2648.00,1113.00,1535.00,57.98,0.00,0.00,505.00,389.00,14.68,-44.00,-35.00,0.00,0.00,354.00,67.00,-18.93,421.00,0.00,421.00,15.89,6.09,6.06,68.90,140.00,537.00,801.00,101.00,902.00,49.00,0.00,70.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,259.00,1280.00,0.00,0.00,0.00,155.00,0.00,2446.00,-208.00,2238.00,0.00,0.00,625.00,4144.00,23.00,42.00,0.00,66.00,131.00,115.00,0.00,0.00,0.00,401.00,647.00,1387.00,0.00,1387.00,0.85,332.00,0.00,0.00,2367.00,0.00,0.00,1484.00,-1.00,360.00,-66.00,1777.00,0.43,421.00,140.00,0.00,6.00,6.00,-168.00,-2.00,9.00,0.00,25.00,425.00,-629.00,0.00,0.00,0.00,-107.00,106.00,0.00,0.00,-162.00,-792.00,0.00,-47.00,0.00,527.00,0.00,-14.00,467.00,100.00,-641.00,-216.00,0.00,6.81,80.92,1.61,1.61,-13.19,6.74,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
5,SAVE,Q,Dec16,8.32,1.64,1.24,0.71,0.71,2.43,-0.92,0.48,0.00,20.12,20.12,14.16,57.86,14.16,4.92,6.18,24.16,14.32,3.59,3.48,58.34,14.75,8.38,-11.04,0.70,0.44,0.31,42.97,0.18,0.00,6.49,5.75,0.00,0.74,0.42,0.00,578.00,241.00,337.00,58.34,0.00,0.00,106.00,85.00,14.75,-9.00,-7.00,0.00,0.00,78.00,-29.00,37.60,48.00,0.00,48.00,8.38,0.71,0.71,69.50,28.00,114.00,701.00,100.00,801.00,41.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,976.00,0.00,0.00,0.00,126.00,0.00,1588.00,-123.00,1465.00,0.00,0.00,711.00,3152.00,15.00,42.00,-0.00,63.00,120.00,84.00,0.00,0.00,0.00,327.00,532.00,897.00,0.00,897.00,0.70,328.00,0.00,-0.00,1757.00,0.00,0.00,1064.00,-1.00,551.00,-219.00,1395.00,0.44,48.00,28.00,0.00,6.00,0.00,-63.00,9.00,2.00,0.00,11.00,34.00,-94.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-69.00,-162.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,-125.00,-97.00,-64.00,0.00,0.00,23.81,2.88,2.88,-62.89,120.54,6.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
6,SAVE,Q,Mar17,8.50,1.33,0.87,0.46,0.46,1.06,0.87,2.50,0.00,20.59,20.59,15.63,53.07,9.05,3.51,3.88,15.82,9.24,2.28,3.44,55.45,10.04,5.40,10.18,0.76,0.42,0.32,39.83,0.18,0.00,7.51,13.71,0.00,-6.20,0.45,0.00,592.00,264.00,328.00,55.45,0.00,0.00,115.00,59.00,10.04,-9.00,-8.00,0.00,0.00,52.00,-20.00,38.38,32.00,0.00,32.00,5.40,0.46,0.46,69.60,32.00,92.00,818.00,100.00,918.00,49.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,179.00,1147.00,0.00,0.00,0.00,136.00,0.00,1745.00,-141.00,1605.00,0.00,0.00,688.00,3439.00,40.00,60.00,0.00,63.00,163.00,93.00,0.00,0.00,0.00,418.00,673.00,992.00,0.00,992.00,0.76,345.00,0.00,0.00,2010.00,0.00,0.00,1096.00,-1.00,554.00,-220.00,1428.00,0.42,32.00,32.00,0.00,-1.00,19.00,79.00,19.00,3.00,0.00,9.00,174.00,-112.00,0.00,0.00,0.00,-24.00,24.00,0.00,0.00,-46.00,-159.00,0.00,-1.00,0.00,105.00,0.00,-2.00,102.00,117.00,-114.00,60.00,0.00,0.00,50.07,2.58,2.58,61.00,21.23,6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
